N;REGION;DISTRICT;COMMUNE;FOKONTANY;CENTRE DE VOTE;CODE BV;BUREAU DE VOTE
164;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;AMPANATAOVANA SUD;EPP AMPANATAOVANA SUD;110108100101;EPP AMPANATAOVANA SUD S.1
165;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;AMPANATAOVANA NORD;EPP TSIANOVANA;110108110101;EPP TSIANOVANA S.1
166;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;AMPANATAOVANA NORD;EPP TSIANOVANA;110108110102;EPP TSIANOVANA S.2
167;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;AMPARIBE;EPP AMPARIBE;110108120101;EPP AMPARIBE S.1
168;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANDOHANIMASINA;EPP ANDOHANIMASINA;110108130101;EPP ANDOHANIMASINA S.1
169;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANDRALANTOINA;EPP ANDRALANTOINA;110108140101;EPP ANDRALANTOINA
170;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANDROHIBE;EPP ANDROHIBE;110108150101;EPP ANDROHIBE S.1
171;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANTANETIBE NORD;MAISON RAKOTONDRASOAVINA J M E;110108160101;MAISON RAKOTONDRASOAVINA J M E
172;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANTANETY;TRPKLN AMPANOTOKANA;110108170101;TRPKLN AMPANOTOKANA
173;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANTSAHARATSY;EPP ANTSAHARATSY;110108180101;EPP ANTSAHARATSY S.1
174;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANTSAMPANIMAHAZO;EPP ANTSAMPANIMAHAZO;110108190101;EPP ANTSAMPANIMAHAZO S.1
175;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANTSAONJOMANGA;EPP ANTSAONJOMANGA;110108200101;EPP ANTSAONJOMANGA S.1
176;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;BELANITRA;BUREAU FKT BELANITRA;110108210101;BUREAU FKT BELANITRA
177;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;BEMASOANDRO NORD;EPP BEMASOANDRO NORD;110108220101;EPP BEMASOANDRO NORD S.1
178;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;BEMASOANDRO NORD;EPP BEMASOANDRO NORD;110108220102;EPP BEMASOANDRO NORD S.2
179;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;ANOSIVOLAKELY;BUR FKT ANOSIVOLAKELY;110108230101;BUR FKT ANOSIVOLAKELY
180;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;MIADAPAHONINA;CEG MIADAPAHONINA;110108240101;CEG MIADAPAHONINA S.1
181;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;MORARANO;EPP MORARANO;110108250101;EPP MORARANO S.1
182;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;SOAVIKANJAKA;BUR FKT SOAVIKANJAKA;110108260101;BUR FKT SOAVIKANJAKA
183;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;VANGAINA;SEKOLY FJKM VANGAINA;110108270101;SEKOLY FJKM VANGAINA
184;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;SOAVIMALAZA;EPP SOAVIMALAZA;110108280101;EPP SOAVIMALAZA S.1
185;ANALAMANGA;AMBOHIDRATRIMO;AMPANOTOKANA;BEMASOANDRO SUD;EPP BEMASOANDRO SUD;110108290101;EPP BEMASOANDRO SUD S.1
186;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;ANJANADORIA;BUR FKT ANJANADORIA;110109010101;BUR FKT ANJANADORIA
187;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;AMBOHIMARINA;EPP AMBOHIMARINA;110109020101;EPP AMBOHIMARINA S.1
188;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;AMBONIRIANA;BUR FKT AMBONIRIANA;110109030101;BUR FKT AMBONIRIANA
189;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;AMBOHIMANATRIKA;BUR FKT AMBOHIMANATRIKA;110109040101;BUR FKT AMBOHIMANATRIKA
190;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;AMPATAKA;EPP AMPATAKA;110109050101;EPP AMPATAKA S.1
191;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;ANDRANOMAINTSO;EPP ANDRANOMAINTSO;110109060101;EPP ANDRANOMAINTSO S.1
192;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;ANTAMBOHO;BUR FKT ANTAMBOHO;110109070101;BUR FKT ANTAMBOHO
193;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;ANTETEZANKAZO;BUR FKT ANTETEZANKAZO;110109080101;BUR FKT ANTETEZANKAZO
194;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;BEVATO;EPP BEVATO;110109090101;EPP BEVATO S.1
195;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;MADIORANO;EPP MADIORANO;110109100101;EPP MADIORANO S.1
196;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;MANANKASINA;EPP MANANKASINA;110109110101;EPP MANANKASINA S.1
197;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;MANDROSOA EST;BUR FKT MANDROSOA EST;110109120101;BUR FKT MANDROSOA EST
198;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;MERINAVARATRA;EPP MERINAVARATRA;110109130101;EPP MERINAVARATRA S.1
199;ANALAMANGA;AMBOHIDRATRIMO;ANJANADORIA;SATROKODITRA;BUR FKT SATROKODITRA;110109140101;BUR FKT SATROKODITRA
200;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHIPANASINA;BUR FKT AMBOHIPANASINA;110110010101;BUR FKT AMBOHIPANASINA Salle 1
201;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHIPANASINA;BUR FKT AMBOHIPANASINA;110110010102;BUR FKT AMBOHIPANASINA Salle 2
202;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHIPANASINA;BUR FKT AMBOHIPANASINA;110110010103;BUR FKT AMBOHIPANASINA Salle 3
203;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBATOMENA;EPP ANGODONINA;110110020101;EPP ANGODONINA S.1
204;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBATOMENA;EPP ANGODONINA;110110020102;EPP ANGODONINA S.2
205;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBATOMENA;EPP ANGODONINA;110110020103;EPP ANGODONINA S.3
206;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;FIAKARANA;EPP FIAKARANA;110110030101;EPP FIAKARANA S.1
207;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;MANJAKAZAFY;EPP MANJAKAZAFY;110110040101;EPP MANJAKAZAFY S.1
208;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;LAVAHITSINY;EPP LAVAHITSINY;110110050101;EPP LAVAHITSINY S.1
209;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;TSARAMANDROSO NAMONTANA;EPP TSARAMANDROSO;110110060101;EPP TSARAMANDROSO S.1
210;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;TSARAMANDROSO NAMONTANA;EPP TSARAMANDROSO;110110060102;EPP TSARAMANDROSO S.2
211;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;TSARAMANDROSO NAMONTANA;EPP TSARAMANDROSO;110110060103;EPP TSARAMANDROSO S.3
212;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;TSARAMANDROSO NAMONTANA;EPP TSARAMANDROSO;110110060104;EPP TSARAMANDROSO S.4
213;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHITSIMELOKA;BUR FKT AMBOHITSIMELOKA;110110070101;BUR FKT AMBOHITSIMELOKA S.1
214;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHITSIMELOKA;BUR FKT AMBOHITSIMELOKA;110110070102;BUR FKT AMBOHITSIMELOKA S.2
215;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHITRINIBE;EPP AMBOHITRINIBE;110110080101;EPP AMBOHITRINIBE S.1
216;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHITRINIBE;EPP AMBOHITRINIBE;110110080102;EPP AMBOHITRINIBE S.2
217;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;ANJANAMASINA;BUREAU FOKONTANY ANJANAMASINA;110110090101;BUREAU FOKONTANY ANJANAMASINA S1
218;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;ANJANAMASINA;BUREAU FOKONTANY ANJANAMASINA;110110090102;BUREAU FOKONTANY ANJANAMASINA S2
219;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;ANKAZO ANDRIAMPIANIANANA;EPP ANKAZO ANDRIAMPIANIANANA;110110100101;EPP ANKAZO ANDRIAMPIANIANANA S.1
220;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;ANKAZO ANDRIAMPIANIANANA;EPP ANKAZO ANDRIAMPIANIANANA;110110100102;EPP ANKAZO ANDRIAMPIANIANANA S.2
221;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;ANKAZO ANDRIAMPIANIANANA;EPP ANKAZO ANDRIAMPIANIANANA;110110100103;EPP ANKAZO ANDRIAMPIANIANANA S.3
222;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;ANKAZO ANDRIAMPIANIANANA;EPP ANKAZO ANDRIAMPIANIANANA;110110100104;EPP ANKAZO ANDRIAMPIANIANANA S.4
223;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHITSIROA;BUR FKT AMBOHITSIROA;110110110101;BUR FKT AMBOHITSIROA
224;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;ANDRAKAJA;TRPKLN ANDRAKAJA;110110120101;TRPKLN ANDRAKAJA S.1
225;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;ANDRAKAJA;TRPKLN ANDRAKAJA;110110120102;TRPKLN ANDRAKAJA S.2
226;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AMBOHIPIARA;EPP AMBOHIPIARA;110110130101;EPP AMBOHIPIARA S.1
227;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;SOAMANANDRAY;EPP SOAMANANDRAY;110110140101;EPP SOAMANANDRAY S.1
228;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;SOAMANANDRAY;EPP SOAMANANDRAY;110110140102;EPP SOAMANANDRAY S.2
229;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;SOAMANANDRAY;EPP SOAMANANDRAY;110110140103;EPP SOAMANANDRAY S.3
230;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;SOAMANANDRAY;EPP SOAMANANDRAY;110110140104;EPP SOAMANANDRAY S.4
231;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;SOAMANANDRAY;EPP SOAMANANDRAY;110110140105;EPP SOAMANANDRAY S.5
232;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;TSARAHONENANA IVOANJO;EPP TSARAHONENANA IVOANJO;110110150101;EPP TSARAHONENANA IVOANJO S.1
233;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;TSARAHONENANA IVOANJO;EPP TSARAHONENANA IVOANJO;110110150102;EPP TSARAHONENANA IVOANJO S.2
234;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;TSARAHONENANA IVOANJO;EPP TSARAHONENANA IVOANJO;110110150103;EPP TSARAHONENANA IVOANJO S.3
235;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;MANDROSOA;BUR FKT MANDROSOA;110110160101;BUR FKT MANDROSOA S.1
236;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;MANDROSOA;BUR FKT MANDROSOA;110110160102;BUR FKT MANDROSOA S.2
237;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;AVARABOHITRA;BUR FKT AVARABOHITRA;110110170101;BUR FKT AVARABOHITRA
238;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;MANAKAMBAHINY;EEC MANDRARAHODY;110110180101;EEC MANDRARAHODY S.1
239;ANALAMANGA;AMBOHIDRATRIMO;ANOSIALA;MANAKAMBAHINY;EEC MANDRARAHODY;110110180102;EEC MANDRARAHODY S.2
240;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;ANTANETIBE;EPP ANTANETIBE;110111010101;EPP ANTANETIBE S.1
241;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;ANTANETIBE;EPP ANTANETIBE;110111010102;EPP ANTANETIBE S.2
242;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;AMBANIMASO;TRPKT AMBANIMASO;110111020101;TRPKT AMBANIMASO
243;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;AMBATOMBOAHANGY;TRPKT AMBATOMBOAHANGY;110111030101;TRPKT AMBATOMBOAHANGY
244;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;AMBATOMBOSITRA;TRPKLN AMBATOMBOSITRA;110111040101;TRPKLN AMBATOMBOSITRA
245;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;AMBOHIBOAHANGY;EPP AMBOHIBOAHANGY;110111050101;EPP AMBOHIBOAHANGY S.1
246;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;AMBOHITRAIVO;BUR FKT AMBOHITRAIVO;110111060101;BUR FKT  AMBOHITRAIVO
247;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;ANKADISAROTRA;TRPKLN ANKADISAROTRA;110111070101;TRPKLN ANKADISAROTRA
248;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;ANTANETY;TRPKLN ANTANETY;110111080101;TRPKLN ANTANETY
249;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;ANTOBY ATSIMO;EPP ANTOBY ATSIMO;110111090101;EPP ANTOBY ATSIMO S.1
250;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;ANTOBY AVARATRA;TRPKLN ANTOBY AVARATRA;110111100101;TRPKLN ANTOBY AVARATRA
251;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;ANTSAHAMAINA;TRPKLN ANTSAHAMAINA;110111110101;TRPKLN ANTSAHAMAINA
252;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;MERIKANJAKA;EPP MERIKANJAKA;110111120101;EPP MERIKANJAKA S.1
253;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;BEARAMBOLA;TRPKT BEARAMBOLA;110111130101;TRPKT BEARAMBOLA
254;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;AMBOHIDRANOMANGA;TRPKT   AMBOHIDRANOMANGA;110111140101;TRPKT   AMBOHIDRANOMANGA
255;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;AMBOHIJATOVO;TRPKT AMBOHIJATOVO;110111150101;TRPKT AMBOHIJATOVO
256;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;MAHAZAZA;CEG MAHAZAZA;110111160101;CEG MAHAZAZA S.1
257;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;ANTANINANDRO;EPP ANTANINANDRO;110111170101;EPP ANTANINANDRO
258;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;AMBOHIDRAVAKA;EPP AMBOHIDRAVAKA;110111180101;EPP AMBOHIDRAVAKA S.1
259;ANALAMANGA;AMBOHIDRATRIMO;ANTANETIBE;MIANTSO;TRPKT MIANTSO;110111190101;TRPKT MIANTSO
260;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOAROY;EPP AMBOAROY;110112010101;EPP AMBOAROY S.1
261;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOAROY;EPP AMBOAROY;110112010102;EPP AMBOAROY S.2
262;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOAROY;EPP AMBOAROY;110112010103;EPP AMBOAROY S.3
263;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020101;CEG AMBOHIBAO S.1
264;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020102;CEG AMBOHIBAO S.3
265;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020103;CEG AMBOHIBAO S.2
266;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020104;CEG AMBOHIBAO S.4
267;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020105;CEG AMBOHIBAO S.5
268;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020106;CEG AMBOHIBAO S.6
269;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020107;CEG AMBOHIBAO S.7
270;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020108;CEG AMBOHIBAO S.8
271;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIBAO;CEG AMBOHIBAO;110112020109;CEG AMBOHIBAO S.9
272;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANDRANORO;EPP ANDRANORO;110112030101;EPP ANDRANORO S.1
273;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANDRANORO;EPP ANDRANORO;110112030102;EPP ANDRANORO S.2
274;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANDRANORO;EPP ANDRANORO;110112030103;EPP ANDRANORO S.3
275;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANDRANORO;EPP ANDRANORO;110112030104;EPP ANDRANORO S.4
276;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANDRANORO;EPP ANDRANORO;110112030105;EPP ANDRANORO S.5
277;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANDRANORO;EPP ANDRANORO;110112030106;EPP ANDRANORO S.6
278;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTANETIBE;EPP ANTANETIBE;110112040101;EPP ANTANETIBE S.1
279;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTANETIBE;EPP ANTANETIBE;110112040102;EPP ANTANETIBE S.2
280;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTANETIBE;EPP ANTANETIBE;110112040103;EPP ANTANETIBE S.3
281;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTANETIBE;EPP ANTANETIBE;110112040104;EPP ANTANETIBE S.4
282;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTANETIBE;EPP ANTANETIBE;110112040105;EPP ANTANETIBE S.5
283;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIJANAHARY;EPP ANTSAHAVORY;110112050101;EPP ANTSAHAVORY S.1
284;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIJANAHARY;EPP ANTSAHAVORY;110112050102;EPP ANTSAHAVORY S.2
285;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIJANAHARY;EPP ANTSAHAVORY;110112050103;EPP ANTSAHAVORY S.3
286;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;AMBOHIJANAHARY;EPP ANTSAHAVORY;110112050104;EPP ANTSAHAVORY S.4
287;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTALAMOHITRA;BUR FKT ANTALAMOHITRA;110112060101;BUR FKT ANTALAMOHITRA S.1
288;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTALAMOHITRA;BUR FKT ANTALAMOHITRA;110112060102;BUR FKT ANTALAMOHITRA S.2
289;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTALAMOHITRA;BUR FKT ANTALAMOHITRA;110112060103;BUR FKT ANTALAMOHITRA S.3
290;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTALAMOHITRA;BUR FKT ANTALAMOHITRA;110112060104;BUR FKT ANTALAMOHITRA S.4
291;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTALAMOHITRA;BUR FKT ANTALAMOHITRA;110112060105;BUR FKT ANTALAMOHITRA S.5
292;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANKADIVORY;BUR FKT ANKADIVORY;110112070101;BUR FKT ANKADIVORY S.1
293;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANKADIVORY;BUR FKT ANKADIVORY;110112070102;BUR FKT ANKADIVORY S.2
294;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTSAKAMBAHINY;BUR FKT ANTSAKAMBAHINY;110112080101;BUR FKT ANTSAKAMBAHINY Salle 1
295;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTSAKAMBAHINY;BUR FKT ANTSAKAMBAHINY;110112080102;BUR FKT ANTSAKAMBAHINY Salle 2
296;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTSAKAMBAHINY;BUR FKT ANTSAKAMBAHINY;110112080103;BUR FKT ANTSAKAMBAHINY Salle 3
297;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;ANTSAKAMBAHINY;BUR FKT ANTSAKAMBAHINY;110112080104;BUR FKT ANTSAKAMBAHINY Salle 4
298;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090101;EPP MORONDAVA S.1
299;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090102;EPP MORONDAVA S.2
300;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090103;EPP MORONDAVA S.3
301;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090104;EPP MORONDAVA S.4
302;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090105;EPP MORONDAVA S.5
303;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090106;EPP MORONDAVA S.6
304;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090107;EPP MORONDAVA S.7
305;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090108;EPP MORONDAVA S.8
306;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090109;EPP MORONDAVA S.9
307;ANALAMANGA;AMBOHIDRATRIMO;ANTEHIROKA;MORONDAVA;EPP MORONDAVA;110112090110;EPP MORONDAVA S.10
308;ANALAMANGA;AMBOHIDRATRIMO;ANTSAHAFILO;ANTSAHAFILO;EPP ANTSAHAFILO;110113010101;EPP ANTSAHAFILO SALLE I
309;ANALAMANGA;AMBOHIDRATRIMO;ANTSAHAFILO;MAMORY;EPP MAMORY;110113020101;EPP MAMORY S.1
310;ANALAMANGA;AMBOHIDRATRIMO;ANTSAHAFILO;AMPAHIMANGA;EPP AMPAHIMANGA;110113030101;EPP AMPAHIMANGA S.1
311;ANALAMANGA;AMBOHIDRATRIMO;ANTSAHAFILO;DIANKAZO;EPP DIANKAZO;110113040101;EPP DIANKAZO
312;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;AVARATSENA;EPP AVARATSENA;110114010101;EPP AVARATSENA S.1
313;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;AVARATSENA;EPP AVARATSENA;110114010102;EPP AVARATSENA S.2
314;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;AMBATOMANANA;EPP AMBATOMANANA;110114020101;EPP AMBATOMANANA S.1
315;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;ANKODONDONA;EPP ANDRANOMENA;110114030101;EPP ANDRANOMENA S.1
316;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;ANTANETIMBOAHANGY;EPP ANTANETIMBOAHANGY;110114040101;EPP ANTANETIMBOAHANGY S.1
317;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;AVARATRIMANARINA;EPP AVARATRIMANARINA;110114050101;EPP AVARATRIMANARINA S.1
318;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;MAHAVANONA;EPP MAHAVANONA;110114060101;EPP MAHAVANONA S.1
319;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;MALAZA;EPP MALAZA;110114070101;EPP MALAZA S.1
320;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;SAHALEMAKA;EPP SAHALEMAKA;110114080101;EPP SAHALEMAKA S.1
321;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;AMBOHIMASINA;EPP AMBOHIMASINA;110114090101;EPP AMBOHIMASINA
322;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;ANTANETIPATARA;EPP ANTANETIPATARA;110114100101;EPP ANTANETIPATARA
323;ANALAMANGA;AMBOHIDRATRIMO;AVARATSENA;MANAKASINA;CEG AVARATSENA;110114110101;CEG AVARATSENA
324;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;AMBOHINAORINA;EPP ANJOMAKELY;110115010101;EPP ANJOMAKELY S.1
325;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;AMBOHITSARATELO;EPP AMBOHITSARATELO;110115020101;EPP AMBOHITSARATELO SALLE 01
326;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;AMPEFILOHA;BUR FKT AMPEFILOHA;110115030101;BUR FKT AMPEFILOHA
327;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;ANTANETIBE;BUR FKT ANTANETIBE;110115040101;BUR FKT ANTANETIBE
328;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;ANTANETY SUD;TRANOM-POKOTANY;110115050101;TRANOM-POKOTANY
329;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;ATSIMOMBOHITRA;BUR FKT ATSIMOMBOHITRA;110115060101;BUR FKT ATSIMOMBOHITRA
330;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;MANJAKATOMPO;EPP MANJAKATOMPO;110115070101;EPP MANJAKATOMPO S.1
331;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;MERIMITATRA;EPP MERIMITATRA;110115080101;EPP MERIMITATRA S.1
332;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;MORARANO;EPP MORARANO;110115090101;EPP MORARANO S.1
333;ANALAMANGA;AMBOHIDRATRIMO;FIADANANA;MARIANINA;BUR FKT MARIANINA;110115100101;BUR FKT MARIANINA
